,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,education,marital-status,native-country,occupation,race,relationship,sex,workclass,income
0,0.5342465753424658,0.17091331156659934,0.8,0.02907029070290703,0.0,0.5204081632653061,0.13333333333333333,0.16666666666666666,0.8048780487804879,0.14285714285714285,0.0,0.2,1.0,0.0,1.0
1,0.0821917808219178,0.18275688227253956,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.16666666666666666,0.0,0.35714285714285715,0.0,0.6,0.0,0.375,0.0
2,0.2465753424657534,0.04944663555642943,0.8666666666666667,0.0,0.0,0.4489795918367347,0.5333333333333333,0.16666666666666666,0.0,0.14285714285714285,0.0,0.2,0.0,0.0,1.0
3,0.3698630136986301,0.14800585375013522,0.5333333333333333,0.0,0.0,0.3163265306122449,0.06666666666666667,0.8333333333333334,0.43902439024390244,0.21428571428571427,0.75,0.2,0.0,0.0,0.0
4,0.5342465753424658,0.09857758770249832,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.5,0.0,0.7857142857142857,0.0,0.4,0.0,0.0,1.0
5,0.1780821917808219,0.11346437369840125,0.8,0.0,0.0,0.5,0.13333333333333333,0.5,0.0,0.0,0.0,0.4,0.0,0.0,1.0
6,0.3013698630136986,0.06573630774233974,0.7333333333333333,0.0,0.0,0.19387755102040816,0.26666666666666666,0.5,0.0,0.2857142857142857,0.0,1.0,1.0,0.5,1.0
7,0.5068493150684932,0.10847603153296272,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.0,0.0,0.21428571428571427,0.0,0.2,0.0,0.0,0.0
8,0.5616438356164384,0.049415339356264375,0.3333333333333333,0.0,0.0,0.3979591836734694,0.2,0.5,0.0,0.7857142857142857,0.0,0.4,0.0,0.125,1.0
9,0.2054794520547945,0.1758091258358977,0.6,0.0,0.0,0.3979591836734694,0.0,0.16666666666666666,0.34146341463414637,0.0,0.25,0.2,0.0,0.0,0.0
10,0.4794520547945205,0.07980531042088626,0.8,0.0,0.0,0.5,0.13333333333333333,0.5,0.0,0.0,0.0,0.4,0.0,0.75,1.0
11,0.2191780821917808,0.1101034339415455,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.16666666666666666,0.0,0.2857142857142857,0.0,0.2,0.0,0.0,0.0
12,0.2465753424657534,0.03780649015156205,0.6,0.04650046500465005,0.0,0.19387755102040816,0.0,0.16666666666666666,0.0,0.14285714285714285,0.5,0.8,0.0,0.0,0.0
13,0.1643835616438356,0.19563118652739403,0.6666666666666666,0.0,0.3590449954086318,0.5612244897959183,0.6666666666666666,0.16666666666666666,0.0,0.35714285714285715,0.0,0.2,0.0,0.5,1.0
14,0.3287671232876712,0.14087984504298806,0.6,0.0,0.4331955922865014,0.5,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,1.0
15,0.4383561643835616,0.09848982227160068,0.8,0.0,0.14348025711662074,0.3979591836734694,0.13333333333333333,0.0,0.0,0.0,0.0,0.8,1.0,0.5,1.0
16,0.684931506849315,0.169555328620307,0.6,0.09386093860938609,0.0,0.23469387755102042,0.0,0.5,0.8048780487804879,0.5,0.0,0.4,0.0,0.0,1.0
17,0.5205479452054794,0.1295513009354162,0.6,0.0,0.0,0.5,0.0,0.5,0.0,0.6428571428571429,0.0,1.0,1.0,0.125,1.0
18,0.0821917808219178,0.04476853398393144,0.6,0.0,0.0,0.15306122448979592,0.0,0.5,0.0,0.6428571428571429,0.0,0.6,1.0,0.0,0.0
19,0.5068493150684932,0.11631845108301861,0.8666666666666667,0.0,0.45385674931129477,0.3979591836734694,0.5333333333333333,0.5,0.0,0.14285714285714285,0.0,0.4,0.0,0.5,1.0
0,0.15232831239700317,0.19961903989315033,0.5995029211044312,0.06826169788837433,0.0299018956720829,0.46062177419662476,0.06457186490297318,0.23646420240402222,0.0005640684394165874,0.3545573651790619,0.0,0.6083436608314514,0.0,0.37395384907722473,0.5
1,0.3748200535774231,0.15131708979606628,0.5547955632209778,0.017719309777021408,0.0063433400355279446,0.3355603516101837,0.06375463306903839,0.8363047242164612,0.4384081959724426,0.21392491459846497,0.7453004121780396,0.21179671585559845,0.0,0.0012991050025448203,0.5
2,0.5329775810241699,0.11568641662597656,0.56607985496521,0.03193170577287674,0.013141079805791378,0.4289582073688507,0.0645560771226883,0.02599278651177883,0.00026724638883024454,0.21335111558437347,0.0,0.2103562206029892,0.0,0.00038986236904747784,0.5
3,0.2419334501028061,0.18586812913417816,0.6456903219223022,0.04455273225903511,0.01833508536219597,0.44121116399765015,0.0,0.20293258130550385,0.341836541891098,0.0,0.2416354864835739,0.21444931626319885,0.0,0.0005439555388875306,0.5
4,0.26363980770111084,0.12237340211868286,0.589059591293335,0.05433867499232292,0.022362343966960907,0.45070916414260864,0.06307578831911087,0.21089860796928406,0.00045477758976630867,0.28412291407585144,0.0,0.21762220561504364,0.0,0.0006634345627389848,0.5
5,0.31246161460876465,0.05364665761590004,0.6621571779251099,0.11062483489513397,0.02808968722820282,0.25274333357810974,0.0,0.23223379254341125,0.0005298834876157343,0.14042803645133972,0.48950469493865967,0.807837724685669,0.0,0.0,0.5
6,0.15661299228668213,0.06417239457368851,0.6856724619865417,0.0856330469250679,0.03544343262910843,0.2355976402759552,0.0,0.5766628384590149,0.001748827868141234,0.6404843926429749,0.0,0.6278131604194641,0.9833006262779236,0.0012464734027162194,0.5
