,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,education,marital-status,native-country,occupation,race,relationship,sex,workclass,income
0,0.4383561643835616,0.06604926974399028,0.8,0.0,0.0,0.6020408163265306,0.13333333333333333,0.5,0.8780487804878049,0.0,0.0,0.4,0.0,0.125,1.0
1,0.4657534246575342,0.20170537076812442,0.8,0.0,0.0,0.3979591836734694,0.13333333333333333,0.5,0.0,0.0,0.0,0.4,0.0,0.0,1.0
2,0.3972602739726027,0.026543940205207825,0.6,0.0,0.0,0.3979591836734694,0.0,0.5,0.0,0.9285714285714286,0.0,0.4,0.0,0.0,1.0
3,0.0821917808219178,0.1327210617303941,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.16666666666666666,0.0,0.7857142857142857,0.0,0.2,0.0,0.0,0.0
4,0.2876712328767123,0.09817549956559514,0.9333333333333333,0.0,0.0,0.4489795918367347,0.4,0.5,0.0,0.14285714285714285,0.0,0.4,0.0,0.75,1.0
5,0.4931506849315068,0.057987096440601515,0.8666666666666667,0.0,0.45385674931129477,0.3979591836734694,0.5333333333333333,0.5,0.0,0.0,0.0,0.4,0.0,0.125,1.0
6,0.6712328767123288,0.1746389200905957,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.3333333333333333,0.0,0.5714285714285714,0.25,0.2,0.0,0.0,1.0
7,0.1506849315068493,0.26595987146786665,0.7333333333333333,0.0,0.0,0.4489795918367347,0.26666666666666666,0.5,0.0,0.9285714285714286,0.0,0.4,0.0,0.0,1.0
8,0.2465753424657534,0.1371555972233467,0.6,0.0,0.0,0.5,0.0,0.5,0.0,0.2857142857142857,0.0,0.4,0.0,0.0,1.0
9,0.0410958904109589,0.06395922785470672,0.6,0.0,0.0,0.24489795918367346,0.0,0.16666666666666666,0.0,0.2857142857142857,0.0,0.6,1.0,0.0,0.0
10,0.410958904109589,0.10971495284819234,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.0,0.0,0.0,0.25,0.8,1.0,0.0,0.0
11,0.2054794520547945,0.045933977263990934,0.8,0.0,0.0,0.5612244897959183,0.13333333333333333,0.5,0.0,0.14285714285714285,0.5,0.4,0.0,0.625,1.0
12,0.7123287671232876,0.12820216256743142,0.5333333333333333,0.00991009910099101,0.0,0.17346938775510204,0.06666666666666667,0.6666666666666666,0.0,0.07142857142857142,0.0,0.2,1.0,0.0,0.0
13,0.2191780821917808,0.12419556859412706,0.5333333333333333,0.05013050130501305,0.0,0.3979591836734694,0.06666666666666667,0.5,0.0,0.0,0.0,0.4,0.0,0.0,1.0
14,0.0547945205479452,0.06933469040914339,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.16666666666666666,0.0,0.7857142857142857,0.0,0.6,0.0,0.0,0.0
15,0.410958904109589,0.10507767240634441,0.8,0.0,0.0,0.3469387755102041,0.13333333333333333,0.5,0.0,0.0,0.25,1.0,1.0,0.0,1.0
16,0.2876712328767123,0.12850832104730692,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.0,0.0,0.2857142857142857,0.0,0.2,1.0,0.0,0.0
17,0.3835616438356164,0.09922664367983443,0.8,0.0,0.0,0.4489795918367347,0.13333333333333333,0.5,0.07317073170731707,0.0,0.5,0.4,0.0,0.125,1.0
18,0.3424657534246575,0.1253324370827315,0.6666666666666666,0.0,0.0,0.3979591836734694,0.6666666666666666,0.6666666666666666,0.0,0.14285714285714285,0.25,0.8,1.0,0.5,1.0
19,0.0410958904109589,0.19479911581431011,0.6,0.0,0.0,0.23469387755102042,0.0,0.16666666666666666,0.0,0.07142857142857142,0.0,0.6,1.0,0.0,0.0
0,0.1953614354133606,0.16140051186084747,0.6439590454101562,0.10971902310848236,0.053425226360559464,0.502437949180603,0.05617132782936096,0.28505346179008484,0.009292121976613998,0.780770480632782,0.0,0.2225216031074524,0.0,0.0,0.5
1,0.1957787424325943,0.10478615760803223,0.7673775553703308,0.1660490334033966,0.0797763541340828,0.4038569927215576,0.0,0.3409585952758789,0.015026221983134747,0.2809884548187256,0.0,0.6427428722381592,0.9771406054496765,0.0,0.5
2,0.4801575839519501,0.12857159972190857,0.6130545139312744,0.07766705006361008,0.03699498996138573,0.4730733335018158,0.05797857046127319,0.07702107727527618,0.006739212200045586,0.0,0.23635239899158478,0.8220375776290894,0.9886285662651062,0.0,0.5
3,0.7397803664207458,0.14634963870048523,0.6546517610549927,0.10748124122619629,0.04091550409793854,0.27977609634399414,0.04829665645956993,0.6929854154586792,0.0049270442686975,0.07017923891544342,0.0,0.2646932601928711,0.9543238878250122,0.0018737983191385865,0.5
4,0.17356520891189575,0.09944702684879303,0.6495465636253357,0.11522383987903595,0.05609831213951111,0.507694661617279,0.055634938180446625,0.29089653491973877,0.00975306797772646,0.7805231213569641,0.0,0.6236995458602905,0.0,0.0,0.5
5,0.42826101183891296,0.16679027676582336,0.6962382197380066,0.1603926420211792,0.07638600468635559,0.5524752736091614,0.04854801669716835,0.1626494973897934,0.014615966007113457,0.2821286916732788,0.0,0.24624063074588776,0.967224657535553,0.0008427120046690106,0.5
6,0.15239153802394867,0.2249298244714737,0.7265920042991638,0.12375402450561523,0.05904942750930786,0.35414499044418335,0.0,0.29077842831611633,0.010821055620908737,0.06784514337778091,0.0,0.634454607963562,0.982212483882904,0.0,0.5
