,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,education,marital-status,native-country,occupation,race,relationship,sex,workclass,income
0,0.1506849315068493,0.08666734248316299,0.26666666666666666,0.0,0.0,0.5,0.8,0.16666666666666666,0.4878048780487805,0.5714285714285714,0.0,0.2,0.0,0.0,0.0
1,0.5616438356164384,0.04304111980525599,0.5333333333333333,0.0,0.0,0.3979591836734694,0.06666666666666667,0.5,0.0,0.7857142857142857,0.0,0.4,0.0,0.0,1.0
2,0.4657534246575342,0.1252712053867564,0.8,0.0,0.0,0.3979591836734694,0.13333333333333333,0.5,0.0,0.0,0.0,1.0,1.0,0.125,1.0
3,0.6027397260273972,0.010611452912485619,0.2,0.0,0.0,0.3979591836734694,0.6,0.5,0.0,0.42857142857142855,0.0,0.4,0.0,0.25,0.0
4,0.4794520547945205,0.05045695854001866,0.8,0.0,0.0,0.29591836734693877,0.13333333333333333,0.8333333333333334,0.0,0.14285714285714285,0.0,0.2,0.0,0.0,1.0
5,0.1643835616438356,0.12664347572877624,0.8,0.0,0.0,0.5,0.13333333333333333,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6,0.0273972602739726,0.23571685647358498,0.4666666666666667,0.0,0.0,0.24489795918367346,0.9333333333333333,0.16666666666666666,0.6829268292682927,0.14285714285714285,0.5,0.2,1.0,0.0,0.0
7,0.2191780821917808,0.06564377984619958,0.8,0.0,0.0,0.3979591836734694,0.13333333333333333,0.5,0.0,0.0,0.0,0.4,0.0,0.0,1.0
8,0.2191780821917808,0.1909837008028836,0.06666666666666667,0.0,0.0,0.3979591836734694,0.3333333333333333,0.8333333333333334,0.024390243902439025,0.7857142857142857,0.0,0.2,0.0,0.125,0.0
9,0.410958904109589,0.17683849868045695,0.8,0.0,0.0,0.6020408163265306,0.13333333333333333,0.5,0.0,0.14285714285714285,0.0,0.4,0.0,0.125,1.0
10,0.3835616438356164,0.03943729432103234,0.5333333333333333,0.0,0.0,0.45918367346938777,0.06666666666666667,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0
11,0.3013698630136986,0.11211523533041644,0.8,0.15024150241502415,0.0,0.3979591836734694,0.13333333333333333,0.5,0.0,0.9285714285714286,0.0,0.4,0.0,0.0,1.0
12,0.0410958904109589,0.18423460720207208,0.5333333333333333,0.0,0.0,0.24489795918367346,0.06666666666666667,0.16666666666666666,0.0,0.07142857142857142,0.25,0.0,0.0,0.0,0.0
13,0.0273972602739726,0.12648563402359597,0.4666666666666667,0.15024150241502415,0.0,0.3979591836734694,0.9333333333333333,0.5,0.0,0.42857142857142855,0.0,0.0,1.0,0.25,0.0
14,0.2602739726027397,0.06282372007045726,0.6,0.0,0.0,0.5510204081632653,0.0,0.0,0.0,0.6428571428571429,0.5,0.8,0.0,0.75,0.0
15,0.2191780821917808,0.34368330422559934,0.4666666666666667,0.0,0.0,0.3979591836734694,0.9333333333333333,0.5,0.0,0.2857142857142857,0.0,1.0,1.0,0.0,0.0
16,0.1643835616438356,0.0992688255148395,0.3333333333333333,0.0,0.0,0.3469387755102041,0.2,0.5,0.0,0.7857142857142857,0.0,0.4,0.0,0.125,0.0
17,0.1095890410958904,0.12171160279407033,0.5333333333333333,0.0,0.0,0.3469387755102041,0.06666666666666667,0.16666666666666666,0.0,0.07142857142857142,0.25,0.2,1.0,0.0,0.0
18,0.2328767123287671,0.09916541198385932,0.6,0.0,0.0,0.3979591836734694,0.0,0.5,0.0,0.7857142857142857,0.0,0.4,0.0,0.0,1.0
19,0.2328767123287671,0.16746528673102345,0.6,0.0,0.3790174471992654,0.37755102040816324,0.0,0.5,0.0,0.7857142857142857,0.0,0.4,0.0,0.0,1.0
0,0.30153176188468933,0.12077521532773972,0.44989728927612305,0.18602657318115234,0.08202600479125977,0.6802546977996826,0.7776539921760559,0.3377172350883484,0.4888033866882324,0.5696521401405334,0.0,0.2663623094558716,0.0,0.0,0.5
1,0.6104785799980164,0.01551405992358923,0.24178150296211243,0.03411351144313812,0.01416337676346302,0.43626686930656433,0.5937138795852661,0.5063928365707397,0.0,0.428733766078949,0.0,0.4247876703739166,0.0,0.25191497802734375,0.5
2,0.22959129512310028,0.2781457006931305,0.6962421536445618,0.24536320567131042,0.10732337832450867,0.47884684801101685,0.8999708294868469,0.42835676670074463,0.6856623888015747,0.14799189567565918,0.4602884352207184,0.2898382544517517,0.9596097469329834,0.005342697259038687,0.5
3,0.2211521714925766,0.20160943269729614,0.18173007667064667,0.0916646271944046,0.03676672652363777,0.5044947266578674,0.31243956089019775,0.8415895104408264,0.022206677123904228,0.7900633215904236,0.0,0.28050824999809265,0.0,0.13031722605228424,0.5
4,0.46794819831848145,0.05890286713838577,0.6392723321914673,0.1064380332827568,0.046876925975084305,0.5629110932350159,0.053792402148246765,0.09452510625123978,0.0004477978509385139,0.0,0.0,0.23906205594539642,0.9854302406311035,0.0,0.5
5,0.21130521595478058,0.22192254662513733,0.733051598072052,0.20510807633399963,0.09054483473300934,0.44242432713508606,0.04217548668384552,0.36224275827407837,0.001360061694867909,0.06987153738737106,0.21400988101959229,0.07099349051713943,0.0,0.0,0.5
6,0.06998969614505768,0.14571203291416168,0.6213523149490356,0.2829170823097229,0.05538536235690117,0.5429092049598694,0.9092103242874146,0.5485037565231323,0.0,0.43076661229133606,0.0,0.089566171169281,0.949004590511322,0.25433075428009033,0.5
7,0.3096165657043457,0.07309446483850479,0.6474115252494812,0.0497690811753273,0.02253573015332222,0.5974443554878235,0.0,0.050846610218286514,0.00042642158223316073,0.6407042741775513,0.492308109998703,0.8112267255783081,0.0,0.7484674453735352,0.5
8,0.21918678283691406,0.34368547797203064,0.46667736768722534,1.0858773748623207e-05,4.782189535035286e-06,0.3979698121547699,0.9333320260047913,0.5000100135803223,4.556333621508202e-08,0.2857142984867096,0.0,1.0,0.9999980926513672,0.0,0.5
9,0.2176053375005722,0.11086227744817734,0.39121001958847046,0.0594618134200573,0.026567257940769196,0.403611421585083,0.1939435452222824,0.556891679763794,0.0003835293755400926,0.7840672731399536,0.0,0.4174914062023163,0.0,0.12341364473104477,0.5
10,0.23085948824882507,0.1462513506412506,0.6552878022193909,0.13226497173309326,0.05869816988706589,0.47070345282554626,0.051305562257766724,0.313483327627182,0.00164451589807868,0.0716237798333168,0.23025460541248322,0.23934543132781982,0.9873615503311157,0.0,0.5
