,estimate_of_risk,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,percentage_of_legal_trades,nr_total_trades,months_since_last_inquiry_not_recent,net_fraction_of_revolving_burden,nr_banks_with_high_ratio,percentage_trades_with_balance,is_at_risk
0,0.6601941747572816,0.05612244897959184,0.09948979591836735,0.2159090909090909,0.7522935779816514,0.17699115044247787,0.2727272727272727,0.22821576763485477,0.037037037037037035,0.5963302752293578,1.0
1,0.8058252427184466,0.05102040816326531,0.18622448979591838,0.42045454545454547,0.963302752293578,0.5929203539823009,0.06060606060606061,0.1908713692946058,0.37037037037037035,0.48623853211009177,0.0
2,0.912621359223301,0.03571428571428571,0.2576530612244898,0.375,1.0,0.30973451327433627,0.42424242424242425,0.04564315352697095,0.3333333333333333,0.6972477064220184,0.0
3,0.9029126213592233,0.05357142857142857,0.22704081632653061,0.3522727272727273,0.9541284403669725,0.2743362831858407,0.30303030303030304,0.03734439834024896,0.3333333333333333,0.08256880733944955,0.0
4,0.8737864077669902,0.030612244897959183,0.14540816326530612,0.3068181818181818,1.0,0.23893805309734514,0.2727272727272727,0.07468879668049792,0.3333333333333333,0.6055045871559633,0.0
5,0.8543689320388349,0.03316326530612245,0.1683673469387755,0.3068181818181818,0.908256880733945,0.25663716814159293,0.2727272727272727,0.0954356846473029,0.3333333333333333,0.8165137614678899,0.0
6,0.7281553398058253,0.030612244897959183,0.25510204081632654,0.4090909090909091,0.8990825688073395,0.336283185840708,0.30303030303030304,0.12033195020746888,0.3333333333333333,0.3302752293577982,0.0
7,0.8543689320388349,0.04081632653061224,0.25510204081632654,0.38636363636363635,1.0,0.30973451327433627,0.8484848484848485,0.14107883817427386,0.37037037037037035,0.8440366972477065,0.0
8,0.941747572815534,0.07908163265306123,0.22448979591836735,0.3181818181818182,1.0,0.40707964601769914,0.06060606060606061,0.04564315352697095,0.3333333333333333,0.41284403669724773,0.0
9,0.6213592233009708,0.03316326530612245,0.09438775510204081,0.22727272727272727,0.7522935779816514,0.09734513274336283,0.36363636363636365,0.22406639004149378,0.37037037037037035,0.5963302752293578,1.0
10,0.5436893203883495,0.06377551020408163,0.2780612244897959,0.38636363636363635,0.8990825688073395,0.3274336283185841,0.06060606060606061,0.35269709543568467,0.4444444444444444,0.8623853211009175,1.0
11,0.8932038834951457,0.03826530612244898,0.23469387755102042,0.36363636363636365,1.0,0.2831858407079646,0.30303030303030304,0.0912863070539419,0.37037037037037035,0.7706422018348624,0.0
12,0.7572815533980582,0.03316326530612245,0.1760204081632653,0.3409090909090909,1.0,0.2743362831858407,0.06060606060606061,0.3278008298755187,0.37037037037037035,0.8899082568807339,1.0
13,0.8737864077669902,0.04336734693877551,0.23979591836734693,0.5568181818181818,1.0,0.46017699115044247,0.2727272727272727,0.07468879668049792,0.3333333333333333,0.5779816513761468,0.0
14,0.6407766990291263,0.03571428571428571,0.2653061224489796,0.2159090909090909,0.8348623853211009,0.12389380530973451,0.06060606060606061,0.2946058091286307,0.37037037037037035,1.0,1.0
15,0.8640776699029126,0.13520408163265307,0.3979591836734694,0.1590909090909091,1.0,0.12389380530973451,0.2727272727272727,0.35684647302904565,0.37037037037037035,1.0,0.0
16,0.7669902912621359,0.08163265306122448,0.29591836734693877,0.36363636363636365,1.0,0.2920353982300885,0.3333333333333333,0.27385892116182575,0.4074074074074074,0.6697247706422018,0.0
17,0.8543689320388349,0.02806122448979592,0.23469387755102042,0.2727272727272727,0.8440366972477065,0.23893805309734514,0.06060606060606061,0.03734439834024896,0.3333333333333333,0.3119266055045872,0.0
18,0.9223300970873787,0.09183673469387756,0.3673469387755102,0.3409090909090909,1.0,0.26548672566371684,0.030303030303030304,0.03734439834024896,0.3333333333333333,0.3119266055045872,0.0
19,0.7961165048543689,0.03571428571428571,0.1326530612244898,0.32954545454545453,0.9541284403669725,0.25663716814159293,0.2727272727272727,0.23236514522821577,0.37037037037037035,0.6330275229357798,1.0
0,0.8006813526153564,0.05089426040649414,0.1835663765668869,0.41908618807792664,0.9607731103897095,0.5930654406547546,0.059438806027173996,0.19290970265865326,0.3704683184623718,0.4869377911090851,0.5
1,0.7429109811782837,0.03155036270618439,0.1699446737766266,0.3298669457435608,0.9163274765014648,0.3144458830356598,0.38572877645492554,0.11291705071926117,0.3365406394004822,0.7203313112258911,0.5
2,0.7190548181533813,0.04906042292714119,0.13202215731143951,0.30337849259376526,0.8634830713272095,0.27943921089172363,0.26130542159080505,0.11022418737411499,0.33681395649909973,0.10757824778556824,0.5
3,0.8007224798202515,0.028819574043154716,0.1076507419347763,0.2873883843421936,0.9639835357666016,0.24096451699733734,0.2561475336551666,0.10364921391010284,0.3347156345844269,0.6154431700706482,0.5
4,0.8310822248458862,0.03259202837944031,0.15633103251457214,0.30062445998191833,0.8967726826667786,0.2572828233242035,0.26744288206100464,0.10466614365577698,0.33377406001091003,0.819689154624939,0.5
5,0.7038066983222961,0.030014876276254654,0.24252000451087952,0.4026172459125519,0.8870773315429688,0.3369585871696472,0.29750576615333557,0.12998159229755402,0.33379390835762024,0.3335845172405243,0.5
