x1,x2
0.08877510117399756,0.7095057373048925
0.08675497732667527,0.37187273367114526
0.42141159009669754,0.38033008013319813
0.11906942293340611,0.3262591625809633
0.7318322316424664,0.5034105406280169
0.3207699269001172,0.13754821709970838
0.3776778408879227,0.7678034154783675
0.004429491050143296,0.927579556991158
0.10082523204968175,0.9761568240012639
0.2851934374359402,0.7391154645969544
0.1030788838449725,0.6661245799877532
0.3373058564722003,0.2589317141702476
0.22538210521391608,0.07095596583674417
0.14343102972949162,0.2416361400279901
0.6740696159542012,0.0006562727700443087
0.8817991409681049,0.7541694285464077
0.39382323287691723,0.33767439520815307
0.3619243248157244,0.18619712561014423
0.7381893928085246,0.43212149129744115
0.8636025634388206,0.4326756016326856
0.5261244177818298,0.9880400896072388
0.8775033950805664,0.6964107751846313
0.6021401286125183,0.38033008575439453
0.33808785676956177,0.9193140268325806
0.48604413866996765,0.9375090599060059
0.46598324179649353,0.9275795817375183
0.2618735432624817,0.7667719125747681
0.33730584383010864,0.954412043094635
0.20683909952640533,0.935108482837677
0.7731462717056274,0.24163614213466644
0.6740696430206299,0.41158854961395264
0.9468781352043152,0.33767440915107727
0.5842185616493225,0.6760094165802002
0.2546278185635905,0.503403100644575
0.4265343940244292,0.9776726076387525
0.7892513113922569,0.14657880411475788
0.05016100627281798,0.2798968552340674
0.27376683098821697,0.49593382925857477
0.8466015670996301,0.4559524079550164
0.10390853711854948,0.7971535553360052
0.36873419076234043,0.5010447631374692
0.10385673751054214,0.2896140132560236
0.1162213548497139,0.48924641881339526
0.9290336597073812,0.6223143161895286
0.05159140443938828,0.917589010572539
0.8940779832209999,0.9061880086235455
0.4559332453179082,0.7539563373870385
0.7996071113473738,0.23648811907504902
0.2169459278673136,0.40750008967267826
0.9025736293875907,0.7604590223039581
0.83297488246696,0.31742984328128426
0.43179471484266535,0.4657517043358165
0.07737242857410975,0.6995044210445038
0.6426119208335876,0.5034031271934509
0.7772687077522278,0.23885796964168549
0.050161007791757584,0.9506179690361023
0.2737668454647064,0.7733026742935181
0.47107818722724915,0.5126069188117981
0.3687341809272766,0.7020614147186279
0.2054084837436676,0.8173092007637024
0.1162213534116745,0.9575774669647217
0.0732789859175682,0.917589008808136
0.8666883111000061,0.40750008821487427
0.4317947030067444,0.7392901182174683
0.8803215622901917,0.3572216331958771
0.7100108492537083,0.9330847373280438
0.41693107407388613,0.3056694479427551
0.7883001186546267,0.08755141005235517
0.49066789680377454,0.961537467802386
0.49802172801407646,0.6003844333226973
0.3673767025112741,0.1899057525011709
0.2657089547251718,0.4692244893584071
0.18175818964983875,0.6139914949331342
0.09597077316402408,0.9749894660435945
0.08698978611627614,0.14298081023008619
0.46297311424466125,0.9487935360504246
0.024577948981856414,0.24457138607340642
0.598090201655515,0.27852498749610705
0.5130101021181006,0.9525384589298027
0.07451351050079645,0.48617070323758027
0.07197192360100595,0.5009234494746799
0.7689968236185857,0.5785099483610268
0.540987117393039,0.14055628043039353
0.27638380113204675,0.9525541978090061
0.6075435695673744,0.06771836724673935
0.41693106293678284,0.5928614139556885
0.8933102488517761,0.08755140751600266
0.8816014528274536,0.5946910977363586
0.26570895314216614,0.8035874366760254
0.869813084602356,0.6139914989471436
0.8419703245162964,0.8741011619567871
0.32091793417930603,0.7375243902206421
0.49420395493507385,0.7588410973548889
0.9158168435096741,0.4861707091331482
0.6654416918754578,0.5009234547615051
0.5409871339797974,0.44896581768989563
0.6075435876846313,0.7766346335411072
0.26250659023970513,0.2221400763647018
0.1397313042969726,0.6060973685492722
0.31089256578704944,0.44925914072146755
0.3653315463212537,0.45863675985632585
0.5456321096040179,0.8544609773151781
0.2539705730193431,0.7439766985646228
0.6572341058889928,0.2836916795159041
0.768048737091317,0.598049992243372
0.3391183732025148,0.04938587165041257
0.611923590073556,0.9667907964071056
0.34772170606326885,0.8713103919472568
0.11434709726722961,0.7096001047916645
0.24973806870284604,0.8696553297581084
0.5587382783953068,0.26596620294782036
0.3700186491100469,0.31895491859686037
0.034545884853202764,0.0321326811082369
0.5547525447359757,0.5214877388877056
0.4304287612500863,0.4160769226902543
0.023023232316568828,0.6022719573836125
0.8771263106094672,0.6022817618831436
0.28304940462112427,0.8895538449287415
0.3902791142463684,0.6060973405838013
0.7109627723693848,0.4492591321468353
0.4350142180919647,0.7389048337936401
0.9417412877082825,0.2836916744709015
0.6234420537948608,0.9878510236740112
0.36918649077415466,0.6280218362808228
0.5587382912635803,0.5246703028678894
0.3700186610221863,0.9688029289245605
0.9993446469306946,0.48000597953796387
0.43042877316474915,0.9699602723121643
0.5586748719215393,0.6022719740867615
0.6715719115764661,0.6905296320273
0.09533790348754041,0.3907555515869555
0.37332220988237136,0.03376646366045758
0.6527272561656705,0.19199098898090358
0.7447783515932764,0.20519193761918317
0.07433846191912623,0.5876768084518165
0.5934083012317567,0.16754869871066794
0.9268086966721227,0.16058240724225145
